RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
LIMMA-R,15,LANTM2A,16.0,PMITM2A,5360.0,60.0
LIMMA-R,16,PMITM2A,17.0,DORTM2A,5896.0,60.0
LIMMA-R,17,DORTM2A,18.0,VIFTM2A,6477.0,60.0
LIMMA-R,18,VIFTM2A,19.0,UTETM2A,7155.0,60.0
LIMMA-R,19,UTETM2A,20.0,STMTM2A,7545.0,60.0
LIMMA-R,20,STMTM2A,21.0,GCETM4A,7896.0,60.0
LIMMA-R,21,GCETM4A,22.0,CORTM2A,8195.0,60.0
LIMMA-R,22,CORTM2A,23.0,LIBTM2A,8651.0,60.0
LIMMA-R,23,LIBTM2A,24.0,USMTM2A,9036.0,60.0
LIMMA-R,24,USMTM2A,25.0,LIVTM2A,9459.0,60.0
LIMMA-R,25,LIVTM2A,26.0,CMOTM2A,10041.0,60.0
LIMMA-R,26,CMOTM2A,27.0,SMATM2A,10291.0,60.0
LIMMA-R,27,SMATM2A,28.0,PSMTK4A,10642.0,60.0
LIMMA-R,28,PSMTK4A,29.0,ERUTK2A,11300.0,60.0
LIMMA-R,29,ERUTK2A,30.0,PAZTK2A,11720.0,60.0
LIMMA-R,30,PAZTK2A,31.0,MOYTK3A,12000.0,60.0
LIMMA-R,31,MOYTK3A,32.0,SJOTK2A,12400.0,60.0
LIMMA-R,32,SJOTK2A,33.0,ESTAN2E,12905.0,60.0
LIMMA-R,33,ESTAN2E,34.0,IBVTK2A,13379.0,60.0
LIMMA-R,34,IBVTK2A,35.0,OJOAG2A,13674.0,60.0
LIMMA-R,35,OJOAG2A,36.0,PMACN4A,14060.0,60.0
LIMMA-R,36,PMACN4A,37.0,ETITK3A,14459.0,40.0
LIMMA-R,37,ETITK3A,38.0,SANSI2A,14830.0,40.0
LIMMA-R,38,SANSI2A,39.0,VALSI2A,15239.0,40.0
LIMMA-R,39,VALSI2A,40.0,PUESI2A,15448.0,40.0
LIMMA-R,40,PUESI2A,41.0,TVASI4A,15598.0,40.0
LIMMA-R,41,TVASI4A,42.0,CSTSL2A,15782.0,40.0
LIMMA-R,42,CSTSL2A,43.0,CAJSL2A,16088.0,40.0
LIMMA-R,43,CAJSL2A,44.0,CACSL2A,16369.0,40.0
LIMMA-R,44,CACSL2A,45.0,LI5SL1A,16688.0,40.0
LIMMA-R,45,LI5SL1A,46.0,CPESL2A,16864.0,40.0
LIMMA-R,46,CPESL2A,47.0,ET6LI2A,17052.0,40.0
LIMMA-R,47,ET6LI2A,48.0,ET7SL2A,17248.0,40.0
LIMMA-R,48,ET7SL2A,49.0,ET3SL2A,17540.0,40.0
LIMMA-R,49,ET3SL2A,50.0,ET2SL2A,17928.0,40.0
LIMMA-R,50,ET2SL2A,51.0,CRUSL2A,18194.0,40.0
LIMMA-R,51,CRUSL2A,52.0,ET1SL2A,18478.0,30.0
LIMMA-R,52,ET1SL2A,53.0,ESCSL2A,18777.0,30.0
LIMMA-R,53,ESCSL2A,54.0,ET4SL2A,19062.0,40.0
LIMMA-R,54,ET4SL2A,55.0,C10SL2A,19225.0,40.0
LIMMA-R,55,C10SL2A,56.0,GUASL2A,19370.0,40.0
LIMMA-R,56,GUASL2A,57.0,STMSL2A,19768.0,30.0
LIMMA-R,57,STMSL2A,58.0,SANTA2A,20128.0,40.0
LINAL-I,1,ESTASLC,2.0,STMSL1A,356.0,40.0
LINAL-I,2,STMSL1A,3.0,GUASL1A,752.0,40.0
LINAL-I,3,GUASL1A,4.0,C10SL1A,862.0,40.0
LINAL-I,4,C10SL1A,5.0,ET4SL1A,1058.0,30.0
LINAL-I,5,ET4SL1A,6.0,ESCSL1A,1333.0,30.0
LINAL-I,6,ESCSL1A,7.0,ETAP11A,1632.0,40.0
LINAL-I,7,ETAP11A,8.0,CRUSTAA,2005.0,40.0
LINAL-I,8,CRUSTAA,9.0,ET2SL1A,2195.0,40.0
LINAL-I,9,ET2SL1A,10.0,ET3SL1A,2583.0,40.0
LINAL-I,10,ET3SL1A,11.0,ET7SL1A,2873.0,40.0
LINAL-I,11,ET7SL1A,12.0,ET6LI1A,3103.0,40.0
LINAL-I,12,ET6LI1A,13.0,CPESL1A,3259.0,40.0
LINAL-I,13,CPESL1A,14.0,ET5SL1A,3442.0,40.0
LINAL-I,14,ET5SL1A,15.0,CACSL1A,3727.0,40.0
LINAL-I,15,CACSL1A,16.0,CAJSL1A,4057.0,30.0
LINAL-I,16,CAJSL1A,17.0,CSTSL1A,4307.0,30.0
LINAL-I,17,CSTSL1A,18.0,POLSI2A,4404.0,30.0
LINAL-I,18,POLSI2A,19.0,EPUSI1A,4765.0,40.0
LINAL-I,19,EPUSI1A,20.0,FULCB1A,5024.0,40.0
LINAL-I,20,FULCB1A,21.0,TINCN1A,8877.0,80.0
LINAL-I,21,TINCN1A,22.0,GMSCN1A,17319.0,80.0
LINAL-I,22,GMSCN1A,23.0,AVNCE4A,17599.0,60.0
LINAL-I,23,AVNCE4A,24.0,MSOCE1A,17892.0,60.0
LINAL-I,24,MSOCE1A,25.0,PERVE3A,18490.0,60.0
LINAL-I,25,PERVE3A,26.0,IGLDB3A,18764.0,60.0
LINAL-I,26,IGLDB3A,27.0,PCACE3A,19052.0,60.0
LINAL-I,27,PCACE3A,28.0,CAMCE3A,19692.0,60.0
LINAL-I,28,CAMCE3A,29.0,MOGCE4A,19751.0,60.0
LINAL-I,29,MOGCE4A,30.0,ABACE1A,20493.0,60.0
LINAL-I,30,ABACE1A,31.0,PNACE1A,21058.0,40.0
LINAL-I,31,PNACE1A,32.0,ALBROCG,23576.0,40.0
LINAL-R,1,ALBROCG,2.0,PNACE2A,3154.0,40.0
LINAL-R,2,PNACE2A,3.0,ABACE2A,3471.0,40.0
LINAL-R,3,ABACE2A,4.0,MOGCE4A,4464.0,60.0
LINAL-R,4,MOGCE4A,5.0,ESTAMAF,5502.0,40.0
LINAL-R,5,ESTAMAF,6.0,MCACE3A,5907.0,40.0
LINAL-R,6,MCACE3A,7.0,C28CE3A,6245.0,60.0
LINAL-R,7,C28CE3A,8.0,LONCE3A,6529.0,60.0
LINAL-R,8,LONCE3A,9.0,PFACE3A,6808.0,60.0
LINAL-R,9,PFACE3A,10.0,BELCE3A,7287.0,60.0
LINAL-R,10,BELCE3A,11.0,C45JA3A,7912.0,60.0
LINAL-R,11,C45JA3A,12.0,ARAJA4A,8058.0,60.0
LINAL-R,12,ARAJA4A,13.0,MSOCE2A,8383.0,60.0
LINAL-R,13,MSOCE2A,14.0,AVNCE4A,8672.0,60.0
LINAL-R,14,AVNCE4A,15.0,GMSCN2A,8947.0,80.0
LINAL-R,15,GMSCN2A,16.0,TINCN2A,17273.0,80.0
LINAL-R,16,TINCN2A,17.0,FULCB1A,21048.0,40.0
LINAL-R,17,FULCB1A,18.0,EPUSI1A,21410.0,40.0
LINAL-R,18,EPUSI1A,19.0,POLIC1A,21801.0,30.0
LINAL-R,19,POLIC1A,20.0,CSTSL2A,21866.0,40.0
LINAL-R,20,CSTSL2A,21.0,CAJSL2A,22172.0,40.0
LINAL-R,21,CAJSL2A,22.0,CACSL2A,22453.0,40.0
LINAL-R,22,CACSL2A,23.0,LI5SL1A,22772.0,40.0
LINAL-R,23,LI5SL1A,24.0,CPESL2A,22948.0,40.0
LINAL-R,24,CPESL2A,25.0,ET6LI2A,23136.0,40.0
LINAL-R,25,ET6LI2A,26.0,ET7SL2A,23332.0,40.0
LINAL-R,26,ET7SL2A,27.0,ET3SL2A,23624.0,40.0
LINAL-R,27,ET3SL2A,28.0,ET2SL2A,24012.0,40.0
LINAL-R,28,ET2SL2A,29.0,CRUSL2A,24278.0,40.0
LINAL-R,29,CRUSL2A,30.0,ET1SL2A,24562.0,30.0
LINAL-R,30,ET1SL2A,31.0,ESCSL2A,24861.0,30.0
LINAL-R,31,ESCSL2A,32.0,ET4SL2A,25146.0,40.0
LINAL-R,32,ET4SL2A,33.0,C10SL2A,25309.0,40.0
LINAL-R,33,C10SL2A,34.0,GUASL2A,25454.0,40.0
LINAL-R,34,GUASL2A,35.0,STMSL2A,25852.0,30.0
LINAL-R,35,STMSL2A,36.0,SANTA2A,26212.0,40.0
LPEBC,1,ESTLP2A,2.0,BSATM2A,700.0,60.0
LPEBC,2,BSATM2A,3.0,NCATM2A,1547.0,60.0
LPEBC,3,NCATM2A,4.0,CCRUCEA,2111.0,60.0
LPEBC,4,CCRUCEA,5.0,PPETM4A,2276.0,60.0
LPEBC,5,PPETM4A,6.0,139TM2A,2876.0,40.0
LPEBC,6,139TM2A,7.0,CAL1C1A,3388.0,40.0
LPEBC,7,CAL1C1A,8.0,C3BDB1A,3868.0,40.0
LPEBC,8,C3BDB1A,9.0,CA4DB1A,4128.0,40.0
LPEBC,9,CA4DB1A,10.0,SAUDB1A,4396.0,40.0
LPEBC,10,SAUDB1A,11.0,C5CDB1A,4649.0,30.0
LPEBC,11,C5CDB1A,12.0,CA6DB1A,5060.0,40.0
LPEBC,12,CA6DB1A,13.0,CANDB1A,5252.0,40.0
LPEBC,13,CANDB1A,14.0,PARDB2A,5752.0,40.0
LPEBC,14,PARDB2A,15.0,VEODB2A,6089.0,40.0
LPEBC,15,VEODB2A,16.0,VILDB2A,6487.0,40.0
LPEBC,16,VILDB2A,17.0,VDADB2A,6887.0,40.0
LPEBC,17,VDADB2A,18.0,BOSDB3A,7427.0,60.0
LPEBC,18,BOSDB3A,19.0,AVPDB2A,7780.0,40.0
LPEBC,19,AVPDB2A,20.0,TERDB2A,8187.0,40.0
LPEBC,20,TERDB2A,21.0,CRODB2A,8387.0,40.0
LPEBC,21,CRODB2A,22.0,BHODB2A,8671.0,40.0
LPEBC,22,BHODB2A,23.0,IBHDB2A,9035.0,40.0
LPEBC,23,IBHDB2A,24.0,CAODB2A,9251.0,40.0
LPEBC,24,CAODB2A,25.0,CPRAD2A,9814.0,30.0
LPEBC,25,CPRAD2A,26.0,BOSTM1A,10696.0,60.0
LPEBC,26,BOSTM1A,27.0,CA1391A,11227.0,60.0
LPEBC,27,CA1391A,28.0,PAETM1A,11645.0,60.0
LPEBC,28,PAETM1A,29.0,PPETM4A,12007.0,60.0
LPEBC,29,PPETM4A,30.0,NCATM1A,12516.0,60.0
LPEBC,30,NCATM1A,31.0,BSATM1A,13363.0,60.0
LPEBC,31,BSATM1A,32.0,ESTLP1B,13985.0,40.0
LPEBC,32,ESTLP1B,33.0,ESTLP2A,17656.0,40.0
LPEBC-VI,1,CAL1C2A,2.0,BOSTM2A,965.0,60.0
LPEBC-VI,2,BOSTM2A,3.0,ESTLP1A,4697.0,60.0
LPEBC-VR,1,ESTLP2A,2.0,CA1391A,2787.0,60.0
LPEBC-VR,2,CA1391A,3.0,CAL1C1A,3969.0,60.0
LPECA-VI,1,CPRAD2A,2.0,BOSTM2A,535.0,60.0
LPECA-VI,2,BOSTM2A,3.0,ESTLP1A,4171.0,60.0
LPECA-VR,1,ESTLP2A,2.0,CA1391A,2712.0,60.0
LPECA-VR,2,CA1391A,3.0,CPRAD1A,4248.0,60.0
LPEDO,1,ESTLP2C,2.0,BSATM2A,700.0,60.0
LPEDO,2,BSATM2A,3.0,NCATM2A,1547.0,60.0
LPEDO,3,NCATM2A,4.0,CCRUCEA,2111.0,60.0
LPEDO,4,CCRUCEA,5.0,PPETM4A,2276.0,60.0
LPEDO,5,PPETM4A,6.0,139TM2A,2876.0,40.0
LPEDO,6,139TM2A,7.0,BOSTM2A,3471.0,60.0
LPEDO,7,BOSTM2A,8.0,149TM3A,3709.0,60.0
LPEDO,8,149TM3A,9.0,ISTTM2A,4464.0,60.0
LPEDO,9,ISTTM2A,10.0,CARTM3A,4924.0,60.0
LPEDO,10,CARTM3A,11.0,GLOCS4A,5701.0,60.0
LPEDO,11,GLOCS4A,12.0,AMEPA2A,6425.0,60.0
LPEDO,12,AMEPA2A,13.0,MANPA2A,7319.0,60.0
LPEDO,13,MANPA2A,14.0,PMAPA4A,7439.0,60.0
LPEDO,14,PMAPA4A,15.0,INDPA2A,7923.0,60.0
LPEDO,15,INDPA2A,16.0,LOMPA2A,8578.0,60.0
LPEDO,16,LOMPA2A,17.0,DANPA3A,8865.0,60.0
LPEDO,17,DANPA3A,18.0,H24PA2A,9120.0,60.0
LPEDO,18,H24PA2A,19.0,PESPA2A,9527.0,60.0
LPEDO,19,PESPA2A,20.0,FONPA2A,9970.0,60.0
LPEDO,20,FONPA2A,21.0,ENCPA2A,10711.0,60.0
LPEDO,21,ENCPA2A,22.0,DONPA2A,11711.0,60.0
LPEDO,22,DONPA2A,23.0,24DDI2A,12075.0,60.0
LPEDO,23,24DDI2A,24.0,ESTA24A,14354.0,60.0
LPEDO,24,ESTA24A,25.0,ESTADAC,14758.0,60.0
LPEDO,25,ESTADAC,26.0,ENCPA1A,15751.0,60.0
LPEDO,26,ENCPA1A,27.0,FONPA1A,16458.0,60.0
LPEDO,27,FONPA1A,28.0,PESPA1A,16894.0,60.0
LPEDO,28,PESPA1A,29.0,H24PA1A,17297.0,60.0
LPEDO,29,H24PA1A,30.0,LOMPA1A,17832.0,60.0
LPEDO,30,LOMPA1A,31.0,INDPA1A,18480.0,60.0
LPEDO,31,INDPA1A,32.0,PMAPA4A,18869.0,60.0
LPEDO,32,PMAPA4A,33.0,MANPA1A,19158.0,60.0
LPEDO,33,MANPA1A,34.0,AMEPA1A,19967.0,80.0
LPEDO,34,AMEPA1A,35.0,CARTM1A,21065.0,60.0
LPEDO,35,CARTM1A,36.0,ISTTM1A,21425.0,60.0
LPEDO,36,ISTTM1A,37.0,BOSTM1A,22499.0,60.0
LPEDO,37,BOSTM1A,38.0,CA1391A,23030.0,60.0
LPEDO,38,CA1391A,39.0,PAETM1A,23448.0,60.0
LPEDO,39,PAETM1A,40.0,PPETM4A,23810.0,60.0
LPEDO,40,PPETM4A,41.0,NCATM1A,24319.0,60.0
LPEDO,41,NCATM1A,42.0,BSATM1A,25166.0,60.0
LPEDO,42,BSATM1A,43.0,ESTLP1B,25788.0,40.0
LPEDO,43,ESTLP1B,44.0,ESTLP2C,29459.0,40.0
LPEDO-VI,1,PARED2A,2.0,PARED1A,735.0,60.0
LPEDO-VI,2,PARED1A,3.0,ESTA24A,1377.0,60.0
LPEDO-VI,3,ESTA24A,4.0,H24PA1A,4320.0,60.0
LPEDO-VI,4,H24PA1A,5.0,ESTLP1A,12811.0,60.0
LPEDO-VR,1,ESTLP2C,2.0,BOSTM1A,2073.0,60.0
LPEDO-VR,2,BOSTM1A,3.0,UTPTM2A,6107.0,60.0
LPEDO-VR,3,UTPTM2A,4.0,PARED1A,13562.0,60.0
LPEMP,1,ESTLP2B,2.0,BSATM2A,700.0,60.0
LPEMP,2,BSATM2A,3.0,NCATM2A,1547.0,60.0
LPEMP,3,NCATM2A,4.0,CCRUCEA,2111.0,60.0
LPEMP,4,CCRUCEA,5.0,PPETM4A,2276.0,60.0
LPEMP,5,PPETM4A,6.0,BALPE2A,2429.0,40.0
LPEMP,6,BALPE2A,7.0,PAZPE2A,2691.0,40.0
LPEMP,7,PAZPE2A,8.0,NAZPE2A,3096.0,40.0
LPEMP,8,NAZPE2A,9.0,TVLPE2A,3686.0,40.0
LPEMP,9,TVLPE2A,10.0,VLOPE2A,3761.0,40.0
LPEMP,10,VLOPE2A,11.0,RANPE2A,4374.0,40.0
LPEMP,11,RANPE2A,12.0,SJOSJ2A,4840.0,40.0
LPEMP,12,SJOSJ2A,13.0,MONPE2A,5376.0,40.0
LPEMP,13,MONPE2A,14.0,PREAL2A,6446.0,50.0
LPEMP,14,PREAL2A,15.0,STMMN2A,6599.0,50.0
LPEMP,15,STMMN2A,16.0,LNOMN2A,7034.0,50.0
LPEMP,16,LNOMN2A,17.0,NOGMN2A,7284.0,50.0
LPEMP,17,NOGMN2A,18.0,MANMN2A,7693.0,50.0
LPEMP,18,MANMN2A,19.0,PAGOS2A,7973.0,40.0
LPEMP,19,PAGOS2A,20.0,PMAPA4A,8430.0,60.0
LPEMP,20,PMAPA4A,21.0,BELMN2A,8938.0,40.0
LPEMP,21,BELMN2A,22.0,VBEMN2A,9304.0,40.0
LPEMP,22,VBEMN2A,23.0,TRAMN2A,9548.0,40.0
LPEMP,23,TRAMN2A,24.0,MAINT2A,9796.0,40.0
LPEMP,24,MAINT2A,25.0,PENAB2A,10206.0,40.0
LPEMP,25,PENAB2A,26.0,PENAB1A,11497.0,40.0
LPEMP,26,PENAB1A,27.0,MAINT1A,11907.0,40.0
LPEMP,27,MAINT1A,28.0,TRAMN1A,12156.0,40.0
LPEMP,28,TRAMN1A,29.0,VBEMN1A,12398.0,40.0
LPEMP,29,VBEMN1A,30.0,BELMN1A,12765.0,40.0
LPEMP,30,BELMN1A,31.0,PAGMN1A,13565.0,50.0
LPEMP,31,PAGMN1A,32.0,MANMN1A,13846.0,50.0
LPEMP,32,MANMN1A,33.0,LNOMN1A,14231.0,50.0
LPEMP,33,LNOMN1A,34.0,NOGMN1A,14481.0,50.0
LPEMP,34,NOGMN1A,35.0,STMMN1A,14921.0,50.0
LPEMP,35,STMMN1A,36.0,PREAL1A,15074.0,50.0
LPEMP,36,PREAL1A,37.0,MONPE1A,15996.0,50.0
LPEMP,37,MONPE1A,38.0,ESTAPEA,16113.0,40.0
LPEMP,38,ESTAPEA,39.0,SJOSJ1A,16584.0,40.0
LPEMP,39,SJOSJ1A,40.0,RANAO1A,17032.0,40.0
LPEMP,40,RANAO1A,41.0,VLOPE1A,17612.0,40.0
LPEMP,41,VLOPE1A,42.0,NAZPE1A,18306.0,40.0
LPEMP,42,NAZPE1A,43.0,BALMO2A,18986.0,60.0
LPEMP,43,BALMO2A,44.0,PPETM4A,19116.0,60.0
LPEMP,44,PPETM4A,45.0,NCATM1A,19625.0,60.0
LPEMP,45,NCATM1A,46.0,BSATM1A,20472.0,60.0
LPEMP,46,BSATM1A,47.0,ESTLP1A,21094.0,40.0
LPEMP,47,ESTLP1A,48.0,ESTLP2B,24765.0,40.0
LPEPE-VI,1,ESTAPEA,2.0,SJOSJ1A,471.0,60.0
LPEPE-VI,2,SJOSJ1A,3.0,RANAO1A,919.0,60.0
LPEPE-VI,3,RANAO1A,4.0,VLOPE1A,1499.0,60.0
LPEPE-VI,4,VLOPE1A,5.0,ESTLP1A,4981.0,60.0
LPEPE-VR,1,ESTLP2B,2.0,CCRUCEA,2083.0,60.0
LPEPE-VR,2,CCRUCEA,3.0,BALPE2A,2401.0,60.0
LPEPE-VR,3,BALPE2A,4.0,ESTAPEA,5349.0,60.0
LPESJ-VI,1,PEGRE1A,2.0,VLOPE1A,971.0,60.0
LPESJ-VI,2,VLOPE1A,3.0,ESTLP1A,4453.0,60.0
LPESJ-VR,1,ESTLP2A,2.0,BALPE2A,2349.0,60.0
LPESJ-VR,2,BALPE2A,3.0,PEGRE2A,4622.0,60.0
LPESJ-VR,3,PEGRE2A,4.0,YSAJO1A,5145.0,60.0
LPETO,1,ESTLP2A,2.0,BSATM2A,700.0,60.0
LPETO,2,BSATM2A,3.0,NCATM2A,1547.0,60.0
LPETO,3,NCATM2A,4.0,CCRUCEA,2111.0,60.0
LPETO,4,CCRUCEA,5.0,PPETM4A,2276.0,60.0
LPETO,5,PPETM4A,6.0,139TM2A,2872.0,40.0
LPETO,6,139TM2A,7.0,BOSTM2A,3467.0,60.0
LPETO,7,BOSTM2A,8.0,149TM3A,3705.0,60.0
LPETO,8,149TM3A,9.0,ISTTM2A,4460.0,60.0
LPETO,9,ISTTM2A,10.0,CARTM3A,4920.0,60.0
LPETO,10,CARTM3A,11.0,GLOCS4A,5697.0,60.0
LPETO,11,GLOCS4A,12.0,INATM2A,6270.0,60.0
LPETO,12,INATM2A,13.0,TMOTM2A,6983.0,60.0
LPETO,13,TMOTM2A,14.0,AERTM2A,7568.0,50.0
LPETO,14,AERTM2A,15.0,CAETO2A,7823.0,50.0
LPETO,15,CAETO2A,16.0,PANTO2A,8272.0,50.0
LPETO,16,PANTO2A,17.0,MORTO2A,8482.0,50.0
LPETO,17,MORTO2A,18.0,BOMTO2A,9027.0,50.0
LPETO,18,BOMTO2A,19.0,MLOTO2A,9502.0,40.0
LPETO,19,MLOTO2A,20.0,SANTO2A,9883.0,50.0
LPETO,20,SANTO2A,21.0,ERITO2A,10392.0,50.0
LPETO,21,ERITO2A,22.0,COTTO2A,11022.0,50.0
LPETO,22,COTTO2A,23.0,CRUTO2A,11509.0,40.0
LPETO,23,CRUTO2A,24.0,GARTO2A,12126.0,50.0
LPETO,24,GARTO2A,25.0,BAJTO2A,12641.0,50.0
LPETO,25,BAJTO2A,26.0,BRITO2A,12952.0,50.0
LPETO,26,BRITO2A,27.0,CSVTO2A,13204.0,50.0
LPETO,27,CSVTO2A,28.0,SVITO2A,13399.0,50.0
LPETO,28,SVITO2A,29.0,ELSTO2A,13624.0,60.0
LPETO,29,ELSTO2A,30.0,SIETO4A,13882.0,50.0
LPETO,30,SIETO4A,31.0,CLSTO2A,13902.0,60.0
LPETO,31,CLSTO2A,32.0,TOCTO2A,14360.0,40.0
LPETO,32,TOCTO2A,33.0,COLTO2A,14905.0,40.0
LPETO,33,COLTO2A,34.0,ESTASIB,15377.0,40.0
LPETO,34,ESTASIB,35.0,COLTO1A,15849.0,40.0
LPETO,35,COLTO1A,36.0,TOCTO1A,16500.0,40.0
LPETO,36,TOCTO1A,37.0,CLSTO1A,16892.0,60.0
LPETO,37,CLSTO1A,38.0,SIETO4A,16936.0,50.0
LPETO,38,SIETO4A,39.0,ELSTO1A,17047.0,60.0
LPETO,39,ELSTO1A,40.0,SVITO1A,17417.0,50.0
LPETO,40,SVITO1A,41.0,CSVTO1A,17702.0,50.0
LPETO,41,CSVTO1A,42.0,BRITO1A,17900.0,50.0
LPETO,42,BRITO1A,43.0,BAJTO1A,18098.0,50.0
LPETO,43,BAJTO1A,44.0,GARTO1A,18677.0,40.0
LPETO,44,GARTO1A,45.0,INATO3A,18913.0,50.0
LPETO,45,INATO3A,46.0,CRUCE1A,19198.0,50.0
LPETO,46,CRUCE1A,47.0,COTTO1A,19793.0,50.0
LPETO,47,COTTO1A,48.0,ERITO1A,20385.0,50.0
LPETO,48,ERITO1A,49.0,SANTO1A,20889.0,40.0
LPETO,49,SANTO1A,50.0,MORTO1A,21287.0,50.0
LPETO,50,MORTO1A,51.0,BOMTO1A,22007.0,50.0
LPETO,51,BOMTO1A,52.0,LMOTO1A,22339.0,50.0
LPETO,52,LMOTO1A,53.0,PANTO1A,22592.0,50.0
LPETO,53,PANTO1A,54.0,AERTM1A,23053.0,60.0
LPETO,54,AERTM1A,55.0,TMOTM1A,23599.0,60.0
LPETO,55,TMOTM1A,56.0,INATM1A,24320.0,60.0
LPETO,56,INATM1A,57.0,GLOCS4A,24846.0,60.0
LPETO,57,GLOCS4A,58.0,CARTM1A,25702.0,60.0
LPETO,58,CARTM1A,59.0,ISTTM1A,26062.0,60.0
LPETO,59,ISTTM1A,60.0,BOSTM1A,27136.0,60.0
LPETO,60,BOSTM1A,61.0,CA1391A,27667.0,60.0
LPETO,61,CA1391A,62.0,PAETM1A,28085.0,60.0
LPETO,62,PAETM1A,63.0,PPETM4A,28447.0,60.0
LPETO,63,PPETM4A,64.0,NCATM1A,28956.0,60.0
LPETO,64,NCATM1A,65.0,BSATM1A,29803.0,60.0
LPETO,65,BSATM1A,66.0,ESTLP1A,30425.0,40.0
LPETO,66,ESTLP1A,67.0,ESTLP2A,34096.0,40.0
LPSMA-I,1,ESTLP2A,2.0,BSATM2A,700.0,60.0
LPSMA-I,2,BSATM2A,3.0,NCATM2A,1547.0,60.0
LPSMA-I,3,NCATM2A,4.0,JJVAL1A,2253.0,60.0
LPSMA-I,4,JJVAL1A,5.0,CEPVE1A,2512.0,60.0
LPSMA-I,5,CEPVE1A,6.0,JUAVE1A,3159.0,60.0
LPSMA-I,6,JUAVE1A,7.0,PINVE1A,3878.0,60.0
LPSMA-I,7,PINVE1A,8.0,ESTAD1A,4310.0,40.0
LPSMA-I,8,ESTAD1A,9.0,VENVE1A,4713.0,60.0
LPSMA-I,9,VENVE1A,10.0,GUAVE1A,5036.0,60.0
LPSMA-I,10,GUAVE1A,11.0,SFEVE1A,5314.0,60.0
LPSMA-I,11,SFEVE1A,12.0,SPSVE1A,5593.0,60.0
LPSMA-I,12,SPSVE1A,13.0,SCOVE1A,5881.0,60.0
LPSMA-I,13,SCOVE1A,14.0,PLBCS1A,6330.0,60.0
LPSMA-I,14,PLBCS1A,15.0,BSPCS1A,7206.0,60.0
LPSMA-I,15,BSPCS1A,16.0,CESCO1A,10668.0,80.0
LPSMA-I,16,CESCO1A,17.0,GATCS1A,14430.0,80.0
LPSMA-I,17,GATCS1A,18.0,GMAVI4A,16930.0,60.0
LPSMA-I,18,GMAVI4A,19.0,PAICT1A,17162.0,60.0
LPSMA-I,19,PAICT1A,20.0,AQGCT3A,17765.0,40.0
LPSMA-I,20,AQGCT3A,21.0,URRACCA,18446.0,60.0
LPSMA-I,21,URRACCA,22.0,C39CT3A,18967.0,60.0
LPSMA-I,22,C39CT3A,23.0,HNICT3A,19314.0,60.0
LPSMA-I,23,HNICT3A,24.0,BOULECA,19833.0,60.0
LPSMA-I,24,BOULECA,25.0,ESTAMAA,20610.0,40.0
LPSMA-R,1,ESTAMAA,2.0,C26CT3A,794.0,40.0
LPSMA-R,2,C26CT3A,3.0,C32CT3A,1311.0,60.0
LPSMA-R,3,C32CT3A,4.0,C41CT3A,2062.0,60.0
LPSMA-R,4,C41CT3A,5.0,C49CT3A,2976.0,60.0
LPSMA-R,5,C49CT3A,6.0,PAICT2A,3524.0,60.0
LPSMA-R,6,PAICT2A,7.0,GMAVI4A,3803.0,60.0
LPSMA-R,7,GMAVI4A,8.0,GATCS2A,6308.0,80.0
LPSMA-R,8,GATCS2A,9.0,CESCO1A,10009.0,80.0
LPSMA-R,9,CESCO1A,10.0,LLBCS3A,14327.0,60.0
LPSMA-R,10,LLBCS3A,11.0,SCOVE2A,15097.0,60.0
LPSMA-R,11,SCOVE2A,12.0,SPSVE2A,15498.0,60.0
LPSMA-R,12,SPSVE2A,13.0,SFEVE2A,15710.0,60.0
LPSMA-R,13,SFEVE2A,14.0,GUAVE2A,15949.0,60.0
LPSMA-R,14,GUAVE2A,15.0,VENVE2A,16541.0,60.0
LPSMA-R,15,VENVE2A,16.0,PINVE2A,17407.0,60.0
LPSMA-R,16,PINVE2A,17.0,JUAVE2A,18133.0,60.0
LPSMA-R,17,JUAVE2A,18.0,CCOVE2A,18813.0,60.0
LPSMA-R,18,CCOVE2A,19.0,JJVAL2A,19044.0,60.0
LPSMA-R,19,JJVAL2A,20.0,CCRUCEA,19240.0,60.0
LPSMA-R,20,CCRUCEA,21.0,PPETM4A,19405.0,60.0
LPSMA-R,21,PPETM4A,22.0,BALPE2A,19558.0,40.0
LPSMA-R,22,BALPE2A,23.0,140TM3A,20045.0,40.0
LPSMA-R,23,140TM3A,24.0,BALMO2A,20728.0,60.0
LPSMA-R,24,BALMO2A,25.0,PPETM4A,20858.0,60.0
LPSMA-R,25,PPETM4A,26.0,NCATM1A,21367.0,60.0
LPSMA-R,26,NCATM1A,27.0,BSATM1A,22214.0,60.0
LPSMA-R,27,BSATM1A,28.0,ESTLP1A,22836.0,40.0
MAKOV,1,ESTAMAN,2.0,MCACE3A,405.0,40.0
MAKOV,2,MCACE3A,3.0,C28CE3A,743.0,60.0
MAKOV,3,C28CE3A,4.0,LONCE3A,1027.0,60.0
MAKOV,4,LONCE3A,5.0,PFACE3A,1306.0,60.0
MAKOV,5,PFACE3A,6.0,MEFCE4A,1445.0,60.0
MAKOV,6,MEFCE4A,7.0,IJACE3A,1543.0,60.0
MAKOV,7,IJACE3A,8.0,AVNCE4A,2325.0,60.0
