Bus,Hora,Autobuses por Hora
2198,10,8
2198,11,55
2198,12,11
2198,13,40
2198,19,10
2198,20,12
2198,21,13
2198,22,7
2201,06,26
2201,10,42
2201,11,12
2201,12,4
2201,15,39
2201,16,22
2201,17,32
2201,19,6
2202,07,24
2202,08,3
2202,09,26
2202,10,13
2202,11,5
2202,12,33
2202,13,19
2202,14,6
2202,16,3
2202,17,69
2202,18,47
2202,19,6
2202,20,1
15008,02,6
15008,03,4
15008,04,83
15008,05,482
15008,06,623
15008,07,525
15008,08,344
15008,09,393
15008,10,514
15008,11,379
15008,12,421
15008,13,462
15008,14,527
15008,15,912
15008,16,1233
15008,17,1480
15008,18,1186
15008,19,801
15008,20,487
15008,21,299
15008,22,170
15008,23,95
15013,03,42
15013,04,221
15013,05,520
15013,06,539
15013,07,340
15013,08,226
15013,09,165
15013,10,153
15013,11,76
15013,12,66
15013,13,43
15013,14,30
15013,15,23
15013,16,19
15013,17,14
15013,18,23
15013,19,10
15013,20,16
15013,21,5
15013,22,1
15015,03,1
15015,04,58
15015,05,154
15015,06,311
15015,07,133
15015,08,83
15015,09,46
15015,10,43
15015,11,10
15015,12,19
15015,13,8
15015,14,7
15015,15,3
15015,16,7
15015,17,6
15015,18,2
15016,04,17
15016,05,16
15016,06,10
15016,07,7
15016,08,5
15016,09,6
15016,10,10
15016,11,1
15016,12,2
15016,16,3
15017,03,18
15017,04,75
15017,05,152
15017,06,110
15017,07,69
15017,08,32
15017,09,48
15017,10,27
15017,11,17
15017,12,11
15017,13,7
15017,14,9
15017,15,6
15017,16,4
15017,17,2
15017,18,4
15021,03,1
15021,04,33
15021,05,74
15021,06,116
15021,07,113
15021,08,86
15021,09,58
15021,10,56
15021,11,25
15021,12,12
15021,13,4
15021,14,19
15021,15,12
15021,16,26
15021,17,10
15021,18,12
15021,19,11
15021,20,7
15021,21,1
15022,03,2
15022,04,141
15022,05,449
15022,06,592
15022,07,599
15022,08,434
15022,09,305
15022,10,326
15022,11,146
15022,12,141
15022,13,100
15022,14,120
15022,15,177
15022,16,153
15022,17,180
15022,18,122
15022,19,71
15022,20,40
15022,21,21
15022,22,1
15022,23,1
15023,03,37
15023,04,356
15023,05,707
15023,06,661
15023,07,494
15023,08,464
15023,09,346
15023,10,353
15023,11,180
15023,12,148
15023,13,155
15023,14,114
15023,15,141
15023,16,101
15023,17,68
15023,18,48
15023,19,61
15023,20,38
15023,21,31
15023,22,11
15023,23,2
15508,01,296
15508,02,218
15508,03,345
15508,04,972
15508,05,1898
15508,06,2064
15508,07,1628
15508,08,1028
15508,09,924
15508,10,866
15508,11,559
15508,12,475
15508,13,475
15508,14,367
15508,15,409
15508,16,388
15508,17,409
15508,18,409
15508,19,368
15508,20,273
15508,21,276
15508,22,257
15508,23,318
15509,01,3
15509,02,1
15509,03,6
15509,04,40
15509,05,135
15509,06,254
15509,07,335
15509,08,226
15509,09,222
15509,10,283
15509,11,123
15509,12,186
15509,13,148
15509,14,152
15509,15,141
15509,16,131
15509,17,180
15509,18,156
15509,19,123
15509,20,93
15509,21,81
15509,22,35
15509,23,16
15510,01,2
15510,02,1
15510,03,2
15510,04,11
15510,05,48
15510,06,81
15510,07,78
15510,08,84
15510,09,184
15510,10,180
15510,11,128
15510,12,134
15510,13,111
15510,14,122
15510,15,169
15510,16,200
15510,17,226
15510,18,177
15510,19,161
15510,20,123
15510,21,74
15510,22,29
15510,23,13
15511,01,12
15511,02,5
15511,03,8
15511,04,80
15511,05,290
15511,06,475
15511,07,458
15511,08,278
15511,09,253
15511,10,275
15511,11,146
15511,12,150
15511,13,158
15511,14,184
15511,15,246
15511,16,300
15511,17,254
15511,18,209
15511,19,294
15511,20,161
15511,21,139
15511,22,125
15511,23,73
15512,01,3
15512,02,1
15512,03,21
15512,04,221
15512,05,1051
15512,06,1579
15512,07,1468
15512,08,949
15512,09,668
15512,10,531
15512,11,229
15512,12,227
15512,13,240
15512,14,242
15512,15,247
15512,16,257
15512,17,298
15512,18,202
15512,19,197
15512,20,123
15512,21,92
15512,22,46
15512,23,15
15513,02,8
15513,03,105
15513,04,381
15513,05,621
15513,06,679
15513,07,509
15513,08,315
15513,09,306
15513,10,394
15513,11,154
15513,12,139
15513,13,133
15513,14,148
15513,15,120
15513,16,100
15513,17,100
15513,18,112
15513,19,99
15513,20,68
15513,21,64
15513,22,22
15513,23,3
15514,09,1
15515,01,1
15515,02,3
15515,03,49
15515,04,315
15515,05,489
15515,06,584
15515,07,364
15515,08,234
15515,09,238
15515,10,202
15515,11,78
15515,12,64
15515,13,54
15515,14,75
15515,15,42
15515,16,41
15515,17,45
15515,18,50
15515,19,30
15515,20,22
15515,21,13
15515,22,11
15516,03,18
15516,04,126
15516,05,148
15516,06,151
15516,07,106
15516,08,97
15516,09,79
15516,10,78
15516,11,23
15516,12,35
15516,13,28
15516,14,25
15516,15,26
15516,16,15
15516,17,20
15516,18,15
15516,19,13
15516,20,12
15516,21,5
15516,22,2
15516,23,2
15517,01,2
15517,02,19
15517,03,70
15517,04,346
15517,05,461
15517,06,390
15517,07,345
15517,08,280
15517,09,226
15517,10,198
15517,11,87
15517,12,57
15517,13,57
15517,14,42
15517,15,43
15517,16,36
15517,17,21
15517,18,30
15517,19,17
15517,20,19
15517,21,19
15517,22,14
15517,23,7
15518,01,1
15518,03,3
15518,04,12
15518,05,47
15518,06,108
15518,07,98
15518,08,141
15518,09,256
15518,10,501
15518,11,410
15518,12,527
15518,13,589
15518,14,598
15518,15,724
15518,16,794
15518,17,924
15518,18,971
15518,19,875
15518,20,774
15518,21,484
15518,22,1
15519,01,9
15519,02,2
15519,03,4
15519,04,55
15519,05,123
15519,06,213
15519,07,264
15519,08,216
15519,09,249
15519,10,335
15519,11,271
15519,12,234
15519,13,303
15519,14,305
15519,15,285
15519,16,300
15519,17,316
15519,18,359
15519,19,327
15519,20,222
15519,21,237
15519,22,68
15519,23,41
15521,02,3
15521,03,6
15521,04,89
15521,05,242
15521,06,355
15521,07,311
15521,08,278
15521,09,235
15521,10,146
15521,11,124
15521,12,100
15521,13,120
15521,14,56
15521,15,80
15521,16,73
15521,17,73
15521,18,55
15521,19,43
15521,20,34
15521,21,30
15521,22,9
15521,23,3
15522,04,6
15522,05,15
15522,06,28
15522,07,27
15522,08,14
15522,09,6
15522,10,9
15522,11,1
15522,12,3
15522,13,3
15522,14,5
15522,15,15
15522,16,25
15522,17,36
15522,18,42
15522,19,48
15522,20,28
15522,21,4
15522,22,3
15522,23,3
15524,01,22
15524,02,17
15524,03,316
15524,04,1295
15524,05,2015
15524,06,2062
15524,07,1324
15524,08,856
15524,09,804
15524,10,725
15524,11,362
15524,12,316
15524,13,266
15524,14,242
15524,15,232
15524,16,227
15524,17,202
15524,18,184
15524,19,142
15524,20,134
15524,21,100
15524,22,78
15524,23,29
15525,01,47
15525,02,41
15525,03,20
15525,04,36
15525,05,138
15525,06,287
15525,07,302
15525,08,286
15525,09,371
15525,10,510
15525,11,371
15525,12,467
15525,13,478
15525,14,510
15525,15,582
15525,16,611
15525,17,647
15525,18,604
15525,19,589
15525,20,586
15525,21,385
15525,22,367
15525,23,188
15526,01,6
15526,02,6
15526,03,51
15526,04,406
15526,05,720
15526,06,653
15526,07,565
15526,08,501
15526,09,478
15526,10,422
15526,11,241
15526,12,238
15526,13,171
15526,14,193
15526,15,167
15526,16,176
15526,17,145
15526,18,117
15526,19,122
15526,20,131
15526,21,108
15526,22,44
15526,23,41
